Category,System Name,System Code,Description,Features Count,Applications Count,Advantages Count,Specs Count,Materials,Page
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,351
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,351
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,353
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,353
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,355
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,355
Chain Conveyor,X65 Chain System,X65,"Beam support brackets Type CS, polyamide",0,1,0,5,Aluminium,356
Chain Conveyor,X85 Chain System,X85,For 88 mm vertical support beam,0,1,0,4,,356
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,357
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,357
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,359
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,359
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,361
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,361
Chain Conveyor,X65 Chain System,X65,"*Link kit contains 10 friction top links,10 steel pins",0,1,0,1,Steel,362
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,363
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,363
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,365
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,365
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,367
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,367
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,369
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,369
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,371
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,371
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,373
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,373
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,375
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,375
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,377
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,377
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,379
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,379
Chain Conveyor,X65 Chain System,X65,*Use with conductive slide rail.,0,2,0,0,Steel,380
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,381
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,381
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,383
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,383
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,385
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,385
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,387
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,387
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,389
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,389
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,391
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,391
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,393
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,393
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,395
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,395
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,397
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,397
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,399
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,399
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,401
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,401
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,403
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,403
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,405
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,405
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,407
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,407
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,409
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,409
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,411
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,411
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,413
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,413
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,415
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,415
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,417
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,417
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,419
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,419
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,421
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,421
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,423
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,423
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,425
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,425
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,427
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,427
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,429
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,429
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,431
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,431
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,433
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,433
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,435
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,435
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,437
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,437
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,439
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,439
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,441
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,441
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,443
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,443
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,445
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,445
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,447
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,447
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,449
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,449
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,451
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,451
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,453
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,453
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,455
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,455
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,457
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,457
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,459
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,459
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,461
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,461
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,463
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,463
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,465
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,465
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,467
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,467
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,469
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,469
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,471
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,471
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,473
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,473
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,475
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,475
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,477
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,477
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,479
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,479
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,481
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,481
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,483
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,483
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,485
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,485
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,487
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,487
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,489
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,489
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,491
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,491
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,493
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,493
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,495
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,495
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,497
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,497
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,499
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,499
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,501
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,501
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,503
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,503
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,505
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,505
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,507
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,507
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,509
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,509
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,511
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,511
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,513
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,513
Chain Conveyor,X85 Chain System,X85,Use online configurator when ordering.,0,1,0,1,,514
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,515
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,515
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,517
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,517
Chain Conveyor,X85 Chain System,X85,Conforms to IEC 61000-6-2 and IEC 61000-6-4,0,0,0,0,,518
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,519
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,519
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,521
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,521
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,523
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,523
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,525
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,525
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,527
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,527
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,529
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,529
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,531
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,531
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,533
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,533
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,535
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,535
Chain Conveyor,X65 Chain System,X65,X65-X85/XM-XH-XK-X180/X300: Part #5051395,0,1,0,0,Aluminium,536
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,537
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,537
Chain Conveyor,X65 Chain System,X65,B. Installation of slide rail in hardened steel,0,0,0,0,"Steel, Steel, Steel",538
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,539
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,539
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,541
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,541
Chain Conveyor,X85 Chain System,X85,E Instruction Steel chain 5056849 for X85,0,1,0,0,"Steel, Steel, Steel",542
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,543
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,543
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,545
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,545
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,547
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,547
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,549
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,549
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,551
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,551
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,553
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,553
Chain Conveyor,X65 Chain System,X65,,0,0,0,0,,555
Chain Conveyor,X85 Chain System,X85,,0,0,0,0,,555
Pallet Conveyor,XK Pallet System,XK,Modular plastic belt conveyor system WL,0,0,0,0,"Plastic, Plastic",3
Pallet Conveyor,XT Pallet System,XT,Modular plastic belt conveyor system WL,0,0,0,0,"Plastic, Plastic",3
Pallet Conveyor,XK Pallet System,XK,Applications ..........................................................................4,0,1,0,0,"Aluminium, Steel, Stainless Steel",5
Pallet Conveyor,XK Pallet System,XK,Drip trays X65 .................................................................. 143,0,0,0,0,,6
Pallet Conveyor,XK Pallet System,XK,Vertical bends XH..............................................................233,0,0,0,0,Steel,7
Pallet Conveyor,XT Pallet System,XT,Beam support brackets Type CT....................................... 344,1,0,0,0,,8
Pallet Conveyor,XK Pallet System,XK,Pallet system with standard modules................................405,1,0,0,0,,9
Pallet Conveyor,XK Pallet System,XK,FlexLink’s products in this catalogue,0,0,0,2,Aluminium,11
Pallet Conveyor,XT Pallet System,XT,solutions based on FlexLink´s products. FlexLink’s,0,1,0,0,,16
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,17
Pallet Conveyor,XT Pallet System,XT,Standard aluminium conveyor systems ................................7,0,0,0,0,"Aluminium, Steel, Stainless Steel",17
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,19
Pallet Conveyor,XT Pallet System,XT,Conveyor system X180/X300 (175 mm/295 mm,1,0,0,0,,19
Pallet Conveyor,XK Pallet System,XK,Stainless steel conveyor systems,0,0,0,0,"Steel, Stainless Steel",21
Pallet Conveyor,XT Pallet System,XT,Stainless steel conveyor systems,0,0,0,1,"Steel, Stainless Steel, Steel, Stainless Steel, Steel, Stainless Steel",21
Pallet Conveyor,XK Pallet System,XK,ious types of guide rails and guide rail support compo­,0,1,0,2,Aluminium,22
Pallet Conveyor,XT Pallet System,XT,Pallet system HU with standard modules including pre-,1,1,0,3,,22
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,23
Pallet Conveyor,XT Pallet System,XT,"Simplified end views of conveyor beams, drawn to the",0,0,0,1,,23
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,25
Pallet Conveyor,XT Pallet System,XT,"Conveyor support products (support beams, feet, etc.)",0,0,0,0,,25
Pallet Conveyor,XK Pallet System,XK,"Wheel bends XT, XS, X65, X85, XH,",0,0,0,0,,26
Pallet Conveyor,XK Pallet System,XK,"Guidance X45, XS, X65, X85, XH, XK, X180/X300",0,0,0,0,,27
Pallet Conveyor,XT Pallet System,XT,"Guidance X45, XS, X65, X85, XH, XK, X180/X300",0,0,0,0,,27
Pallet Conveyor,XT Pallet System,XT,A wide range of modular extruded aluminium beams,1,4,0,1,Aluminium,28
Pallet Conveyor,XK Pallet System,XK,Structural systems component overview,0,0,0,0,,29
Pallet Conveyor,XT Pallet System,XT,Structural systems component overview,0,0,0,0,,29
Pallet Conveyor,XT Pallet System,XT,Components for linear motion and rotating motion,0,0,0,0,,30
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,31
Pallet Conveyor,XT Pallet System,XT,The required motor output power P depends on,0,0,0,0,,31
Pallet Conveyor,XK Pallet System,XK,data if high pulling force is critical.,0,0,0,1,,32
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,32
Pallet Conveyor,XK Pallet System,XK,Technical data – conveyors (continued),0,0,0,0,,33
Pallet Conveyor,XT Pallet System,XT,Technical data – conveyors (continued),0,2,0,0,,33
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,35
Pallet Conveyor,XT Pallet System,XT,Each plain bend introduces a bend factor kα. This factor,0,0,0,0,,35
Pallet Conveyor,XK Pallet System,XK,General safety and design considerations (continued),0,0,0,0,,37
Pallet Conveyor,XT Pallet System,XT,General safety and design considerations (continued),0,1,0,0,,37
Pallet Conveyor,XT Pallet System,XT,your planned maintenance schedule. It may become evi­,0,0,0,3,,38
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,39
Pallet Conveyor,XT Pallet System,XT,Building a FlexLink system..................................................29,0,0,0,0,,39
Pallet Conveyor,XT Pallet System,XT,My FlexLink is an extended FlexLink.com and is your por­,0,0,0,0,,40
Pallet Conveyor,XK Pallet System,XK,Modular conveyors – introduction,0,0,0,0,,41
Pallet Conveyor,XT Pallet System,XT,Modular conveyors – introduction,0,1,0,0,,41
Pallet Conveyor,XK Pallet System,XK,Modular conveyors – Configuration strings,0,0,0,0,,43
Pallet Conveyor,XT Pallet System,XT,Modular conveyors – Configuration strings,0,0,0,0,,43
Pallet Conveyor,XK Pallet System,XK,X45 horizontal conveyor – Configuration strings,0,0,0,0,,45
Pallet Conveyor,XT Pallet System,XT,X45 horizontal conveyor – Configuration strings,0,0,0,0,,45
Pallet Conveyor,XT Pallet System,XT,X45 vertical conveyor – Configuration strings,0,0,0,0,,46
Pallet Conveyor,XK Pallet System,XK,Spiral elevator– Configuration strings,0,0,0,0,,47
Pallet Conveyor,XT Pallet System,XT,Spiral elevator– Configuration strings,0,0,0,0,,47
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,49
Pallet Conveyor,XT Pallet System,XT,"Below, example of text strings obtained from the configu­",0,0,0,1,,49
Pallet Conveyor,XT Pallet System,XT,Drive units X45H – Configuration strings,0,0,0,1,,50
Pallet Conveyor,XK Pallet System,XK,Drive units XS – Configuration strings,0,0,0,0,,51
Pallet Conveyor,XT Pallet System,XT,Drive units XS – Configuration strings,0,0,0,0,,51
Pallet Conveyor,XT Pallet System,XT,Drive units X85 – Configuration strings,0,0,0,0,,52
Pallet Conveyor,XK Pallet System,XK,Drive units XH – Configuration strings,0,0,0,0,,53
Pallet Conveyor,XT Pallet System,XT,Drive units XH – Configuration strings,0,0,0,0,,53
Pallet Conveyor,XK Pallet System,XK,Drive units XK – Configuration strings,0,0,0,1,,54
Pallet Conveyor,XT Pallet System,XT,Drive units XK – Configuration strings,0,0,0,1,,54
Pallet Conveyor,XK Pallet System,XK,Drive units X180 – Configuration strings,0,0,0,0,,55
Pallet Conveyor,XT Pallet System,XT,Drive units X180 – Configuration strings,0,0,0,0,,55
Pallet Conveyor,XT Pallet System,XT,Drive units X300 – Configuration strings,0,0,0,1,,56
Pallet Conveyor,XK Pallet System,XK,Drive units WL– Configuration strings,0,0,0,0,,57
Pallet Conveyor,XT Pallet System,XT,Drive units WL– Configuration strings,0,0,0,0,,57
Pallet Conveyor,XT Pallet System,XT,Drive units WK – Configuration strings,0,0,0,1,,58
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,59
Pallet Conveyor,XT Pallet System,XT,Introduction .......................................................................49,1,0,0,0,,59
Pallet Conveyor,XK Pallet System,XK,,1,0,0,0,,61
Pallet Conveyor,XT Pallet System,XT,,1,0,0,0,,61
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,63
Pallet Conveyor,XT Pallet System,XT,The modular conveyor system X45C makes it very easy,0,0,0,0,,63
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,65
Pallet Conveyor,XT Pallet System,XT,The conveyor chain is designed for smooth,0,1,0,0,,65
Pallet Conveyor,XT Pallet System,XT,Including M8 screws. Use drill fixture 5123264,0,2,0,1,Aluminium,66
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,67
Pallet Conveyor,XT Pallet System,XT,Note! Recommended distance between Beam spacer,0,0,0,0,,67
Pallet Conveyor,XT Pallet System,XT,To be used with standard chains,0,5,0,0,,68
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,69
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,69
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,71
Pallet Conveyor,XT Pallet System,XT,Ordering information Drive units,0,0,0,0,,71
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,73
Pallet Conveyor,XT Pallet System,XT,"Intermediate drive unit, 24 V, 40 W",0,0,0,5,,73
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,75
Pallet Conveyor,XT Pallet System,XT,Connecting strips are included.,0,0,0,0,,75
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,77
Pallet Conveyor,XT Pallet System,XT,Enclosure components X45C and X45H,0,0,0,0,,77
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,79
Pallet Conveyor,XT Pallet System,XT,The conveyor chain is designed for smooth,0,1,0,0,,79
Pallet Conveyor,XT Pallet System,XT,Note! Recommended distance between Beam spacer,0,0,0,1,,80
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,81
Pallet Conveyor,XT Pallet System,XT,,0,1,0,1,,81
Pallet Conveyor,XT Pallet System,XT,UHMW-PE + carbon (conductive) (Black),0,0,0,1,,82
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,83
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,83
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,85
Pallet Conveyor,XT Pallet System,XT,Maximum traction force: 900 N at 5 m/min.,0,0,0,5,,85
Pallet Conveyor,XT Pallet System,XT,"End drive unit, configured item*",0,2,0,2,,86
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,87
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,87
Pallet Conveyor,XT Pallet System,XT,"R358: 0,60 m 1-way (1,2 m 2-way)",0,0,0,0,,88
Pallet Conveyor,XK Pallet System,XK,Enclosure components X45C and X45H,0,0,0,0,,89
Pallet Conveyor,XT Pallet System,XT,Enclosure components X45C and X45H,0,0,0,0,,89
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,91
Pallet Conveyor,XT Pallet System,XT,The control system for the platforms X45e is structured in,0,0,1,1,,91
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,93
Pallet Conveyor,XT Pallet System,XT,Overall installation dimensions,0,0,0,0,,93
Pallet Conveyor,XT Pallet System,XT,the puck. The second sensor is used for detecting that,0,3,0,0,,94
Pallet Conveyor,XK Pallet System,XK,"Function structure list, Divert functions and kits",0,0,0,0,,95
Pallet Conveyor,XT Pallet System,XT,"Function structure list, Divert functions and kits",0,0,0,0,,95
Pallet Conveyor,XT Pallet System,XT,Figure shows type L (divert to left),0,2,0,0,,96
Pallet Conveyor,XK Pallet System,XK,"Function structure list, Merger functions and kits",0,0,0,0,,97
Pallet Conveyor,XT Pallet System,XT,"Function structure list, Merger functions and kits",0,0,0,0,,97
Pallet Conveyor,XT Pallet System,XT,Combined Diverter and Merger kit,0,1,0,0,,98
Pallet Conveyor,XK Pallet System,XK,"Function structure list, Combined Diverter/Merger",0,0,0,0,,99
Pallet Conveyor,XT Pallet System,XT,"Function structure list, Combined Diverter/Merger",0,0,0,0,,99
Pallet Conveyor,XT Pallet System,XT,This combined diverter/merger unit is handling train of,0,1,0,0,,100
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,101
Pallet Conveyor,XT Pallet System,XT,Transfers are used to transfer the puck between the con­,0,2,0,0,,101
Pallet Conveyor,XT Pallet System,XT,"Transfer kit, parallel, left, X45C<=>X45",0,0,0,0,,102
Pallet Conveyor,XK Pallet System,XK,"Function structure list, Transfer 180º",0,0,0,0,,103
Pallet Conveyor,XT Pallet System,XT,"Function structure list, Transfer 180º",0,0,0,0,,103
Pallet Conveyor,XT Pallet System,XT,Stop unit is an active unit acting on a single conveyor.,0,3,0,0,,104
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,105
Pallet Conveyor,XT Pallet System,XT,Locating unit is an active unit acting on a single conveyor.,0,0,0,0,,105
Pallet Conveyor,XT Pallet System,XT,Note: Do not use with puck XUPP 43 TA,0,2,0,0,,106
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,107
Pallet Conveyor,XT Pallet System,XT,A complete Puck XUPP 43 or XUPP 43 TA consists of a,0,1,0,0,,107
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,109
Pallet Conveyor,XT Pallet System,XT,"In order to prevent any jam in the production flow, a max­",0,0,0,0,,109
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,111
Pallet Conveyor,XT Pallet System,XT,System information...........................................................101,0,0,0,0,,111
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,113
Pallet Conveyor,XT Pallet System,XT,See the Chain guide for selection of other chains.,0,0,0,0,,113
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,115
Pallet Conveyor,XT Pallet System,XT,,0,0,0,1,,115
Pallet Conveyor,XT Pallet System,XT,Extra slide rail in plain bends must be anchored using,0,0,0,6,"Aluminium, Aluminium, Plastic",116
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,117
Pallet Conveyor,XT Pallet System,XT,,0,0,0,2,Plastic,117
Pallet Conveyor,XT Pallet System,XT,Drive units with motors must be specified using the web-,0,0,0,1,,118
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,119
Pallet Conveyor,XT Pallet System,XT,"End drive units XS, direct drive with slip",0,0,0,0,,119
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,121
Pallet Conveyor,XT Pallet System,XT,,0,0,0,0,,121
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,123
Pallet Conveyor,XT Pallet System,XT,,0,0,0,1,,123
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,125
Pallet Conveyor,XT Pallet System,XT,System information...........................................................115,0,0,0,0,,125
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,127
Pallet Conveyor,XT Pallet System,XT,,0,0,0,2,,127
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,129
Pallet Conveyor,XT Pallet System,XT,See the Chain guide for a selection of other chains.,0,0,0,0,,129
Pallet Conveyor,XK Pallet System,XK,,0,0,0,0,,131
